gene	kcore
ESCO1	8
ESCO2	12
ESD	6
ESF1	3
ESM1	16
ESPL1	96
ESPN	3
ESPNL	4
ESR1	72
ESR2	67
ESRP1	36
ESRP2	25
ESRRA	46
ESRRB	22
ESRRG	41
ESS2	21
ESX1	3
ESYT1	2
ESYT2	2
ESYT3	2
ETAA1	5
ETB1	1
ETF1	107
ETFA	8
ETFB	8
ETFBKMT	1
ETFDH	8
ETFRF1	1
ETHE1	11
ETNK1	5
ETNK2	9
ETS1	64
ETS2	51
ETV1	19
ETV2	1
ETV3	14
ETV3L	1
ETV4	47
ETV5	15
ETV6	23
ETV7	11
EURL	2
EVA1A	9
EVA1B	2
EVC	7
EVC2	7
EVI2A	9
EVI2B	26
EVI5	22
EVI5L	13
EVL	31
EVPL	17
EVPLL	1
EVX1	1
EVX2	8
EWSR1	52
EXD1	5
EXD2	3
EXD3	2
EXO1	44
EXOC1	34
EXOC2	30
EXOC3	34
EXOC3-AS1	6
EXOC3L1	10
EXOC3L2	6
EXOC3L4	4
EXOC4	37
EXOC5	39
EXOC6	30
EXOC6B	13
EXOC7	37
EXOC8	43
EXOSC1	61
EXOSC10	61
EXOSC2	61
EXOSC3	61
EXOSC4	61
EXOSC5	61
EXOSC6	61
EXOSC7	61
EXOSC8	61
EXOSC9	61
EXPH5	4
EXT1	16
EXT2	19
EXTL1	7
EXTL3	9
EYA1	25
EYA2	37
EYA3	19
EYA4	11
EZH1	8
EZH2	67
EZHIP	5
EZR	50
EZR-ROS1	10
F10	20
F11	16
F11R	36
F12	21
F13A1	21
F13B	10
F2	49
F2R	51
F2RL1	28
F2RL2	39
F2RL3	24
F2Z2H2	1
F2Z2H6	1
F3	16
F4ZW62	3
F5	36
F5CTF3	5
F5GWE6	7
F5GXJ4	1
F5GZ44	1
F5GZM7	4
F5GZT1	4
F5H1Q3	8
F5H238	2
F5H241	1
F5H2Q5	1
F5H357	31
F5H3R7	6
F5H4I9	4
F5H4T9	1
F5H5E5	1
F5H8M2	1
F6STL4	1
F7	8
F8	38
F8A1	3
F8A2	2
F8A3	2
F8VPI7	1
F8VSA3	4
F8VSB5	3
F8VVS0	5
F8VVU6	2
F8VWE3	1
F8VXF8	1
F8VXI5	6
F8VYX6	1
F8VZD8	1
F8W6G7	1
F8W6J9	2
F8W729	2
F8W786	1
F8W894	1
F8W9B4	8
F8WBI7	5
F8WBK4	1
F8WBU6	2
F8WCN8	2
F8WCX0	5
F8WEI5	1
F9	16
FA2H	23
FAAH	1
FAAP100	40
FAAP20	40
FAAP24	37
FABP1	26
FABP2	3
FABP3	25
FABP4	53
FABP5	6
FABP6	6
FABP7	1
FADD	54
FADS1	6
FADS2	10
FADS3	1
FADS6	19
FAF1	41
FAF2	15
FAH	8
FAHD1	3
FAIM	9
FAIM2	14
FAM100A	2
FAM101A	2
FAM101B	4
FAM102A	7
FAM103A1	4
FAM104A	3
FAM104B	1
FAM105B	1
FAM107A	32
FAM107B	1
FAM109A	1
FAM110A	40
FAM110B	4
FAM110C	1
FAM111A	2
FAM111B	1
FAM113A	1
FAM114A1	9
FAM114A2	10
FAM115A	3
FAM117B	6
FAM118A	11
FAM118B	23
FAM120A	2
FAM120AOS	1
FAM120B	61
FAM120C	2
FAM122A	1
FAM122C	1
FAM124A	24
FAM124B	42
FAM125A	2
FAM126A	2
FAM126B	4
FAM127A	1
FAM127B	2
FAM131A	1
FAM131B	16
FAM131C	9
FAM133A	15
FAM134A	2
FAM135B	2
FAM136A	13
FAM13A	19
FAM13B	23
FAM13C	14
FAM151B	1
FAM153A	3
FAM153B	5
FAM156A	7
FAM156B	7
FAM158A	1
FAM160A2	6
FAM161A	47
FAM161B	38
FAM162A	3
FAM163A	3
FAM163B	1
FAM164C	4
FAM166A	4
FAM166B	20
FAM167A	5
FAM168A	41
FAM168B	40
FAM169A	2
FAM171A1	1
FAM171A2	2
FAM171B	2
FAM172A	1
FAM173A	9
FAM174A	28
FAM175A	2
FAM175B	1
FAM176A	2
FAM177A1	7
FAM178B	2
FAM180B	1
FAM181A	1
FAM181B	1
FAM184A	4
FAM185A	1
FAM187A	12
FAM188A	1
FAM189A2	10
FAM189B	1
FAM190B	7
FAM192A	3
FAM193B	10
FAM195A	2
FAM199X	1
FAM200A	3
FAM204A	4
FAM207A	4
FAM209A	33
FAM20A	33
FAM20B	11
FAM20C	34
FAM210B	30
FAM214A	8
FAM214B	42
FAM217A	2
FAM217B	19
FAM218A	2
FAM219A	8
FAM219B	4
FAM21C	1
FAM220A	7
FAM220BP	4
FAM221A	14
FAM221B	13
FAM222B	27
FAM228A	17
FAM229B	2
FAM22F	3
FAM241B	17
FAM24B	2
FAM25A	12
FAM25C	12
FAM25G	12
FAM27E3	8
FAM32A	3
FAM3A	6
FAM3B	2
FAM3C	29
FAM40A	4
FAM43A	1
FAM45B	2
FAM46A	12
FAM46B	2
FAM46C	4
FAM46D	1
FAM47A	1
FAM47B	2
FAM47E-STBD1	2
FAM48A	3
FAM49B	2
FAM50B	36
FAM53B	2
FAM53C	8
FAM57A	2
FAM58A	1
FAM60A	1
FAM63A	2
FAM69B	1
FAM71A	2
FAM71C	18
FAM71E2	4
FAM71F1	2
FAM71F2	2
FAM72A	2
FAM72B	2
FAM72D	3
FAM74A1	2
FAM74A4	23
FAM74A6	23
FAM76B	17
FAM81A	7
FAM81B	5
FAM82A2	2
FAM83A	23
FAM83B	3
FAM83D	9
FAM83G	1
FAM83H	2
FAM84B	1
FAM86A	1
FAM86C	1
FAM86C1	2
FAM86C1P	18
FAM89B	1
FAM90A1	51
FAM92A	2
FAM92B	1
FAM96A	1
FAM96B	1
FAM98A	5
FAM98B	5
FAM9A	36
FAM9B	45
FAM9C	16
FAN1	30
FANCA	44
FANCB	40
FANCC	43
FANCD2	40
FANCE	40
FANCF	40
FANCG	45
FANCI	40
FANCL	43
FANCM	38
FANK1	21
FAP	7
FAR1	3
FARP1	2
FARP2	16
FARS2	41
FARSA	15
FARSB	7
FARSLA	5
FAS	56
FASLG	59
FASN	15
FASTK	11
FASTKD3	3
FASTKD5	9
FAT1	70
FAT2	70
FAT3	70
FAT4	9
FATE1	30
FAU	107
FAXC	5
FAXDC2	28
FBF1	93
FBH1	15
FBL	62
FBLIM1	18
FBLL1	2
FBLN1	41
FBLN2	27
FBLN5	13
FBN1	29
FBN2	13
FBN3	13
FBP1	23
FBP2	3
FBXL12	85
FBXL13	85
FBXL14	85
FBXL15	85
FBXL16	85
FBXL17	4
FBXL18	85
FBXL19	85
FBXL2	10
FBXL20	85
FBXL21P	85
FBXL22	85
FBXL3	85
FBXL4	85
FBXL5	85
FBXL6	2
FBXL7	85
FBXL8	85
FBXO10	85
FBXO11	85
FBXO15	85
FBXO16	6
FBXO17	85
FBXO18	5
FBXO2	85
FBXO21	85
FBXO22	85
FBXO24	18
FBXO25	19
FBXO27	85
FBXO28	18
FBXO3	8
FBXO30	85
FBXO31	85
FBXO32	85
FBXO33	4
FBXO34	23
FBXO38	7
FBXO39	1
FBXO4	85
FBXO40	85
FBXO41	85
FBXO42	1
FBXO43	18
FBXO44	85
FBXO45	9
FBXO46	2
FBXO48	1
FBXO5	67
FBXO6	85
FBXO7	85
FBXO8	4
FBXO9	85
FBXW10	85
FBXW11	85
FBXW12	85
FBXW2	85
FBXW4	85
FBXW5	85
FBXW7	85
FBXW8	85
FBXW9	85
FCAMR	85
FCAR	18
FCER1A	101
FCER1G	103
FCER2	13
FCERI	7
FCF1	62
FCGR1A	105
FCGR1B	2
FCGR2A	105
FCGR2B	96
FCGR2C	19
FCGR3A	105
FCGR3B	20
FCGRT	18
FCHO1	62
FCHO2	62
FCHSD1	2
FCHSD2	34
FCMR	14
FCN1	8
FCN2	7
FCN3	6
FCRL2	7
FCRL3	11
FCRL4	7
FCRL5	3
FCRL6	4
FCRLA	3
FCRLB	2
FCSK	2
FDCSP	3
FDFT1	19
FDPS	15
FDX1	8
FDX2	7
FDXACB1	5
FDXR	5
FECH	3
FEM1A	27
FEM1B	26
FEM1C	24
FEN1	41
FER	39
FERD3L	11
FERMT1	16
FERMT2	21
FERMT3	20
FES	43
FETUB	7
FEV	2
FEZ1	31
FEZ2	9
FEZF1	7
FEZF2	5
FFAR1	17
FFAR2	34
FFAR3	18
FFAR4	17
FGA	38
FGB	41
FGD1	24
FGD2	24
FGD3	21
FGD4	21
FGD5	2
FGD6	2
FGF1	62
FGF10	62
FGF11	15
FGF12	23
FGF13	18
FGF14	26
FGF16	62
FGF17	62
FGF18	62
FGF19	61
FGF2	62
FGF20	62
FGF21	36
FGF22	62
FGF23	62
FGF3	62
FGF4	62
FGF5	62
FGF6	62
FGF7	62
FGF8	62
FGF9	62
FGFBP1	14
FGFBP2	1
FGFR1	63
FGFR1OP	93
FGFR1OP2	16
FGFR2	64
FGFR3	64
FGFR4	65
FGFRL1	8
FGG	33
FGL1	4
FGL2	3
FGR	105
FH	19
FHIT	7
FHL1	29
FHL2	52
FHL3	48
FHL5	42
FHOD1	23
FHOD3	1
FIBCD1	1
FIBP	12
FICD	2
FIG4	4
FIGF	3
FIGLA	9
FIGN	2
FIGNL1	5
FILIP1L	2
FIP1L1	160
FIS1	23
FITM2	2
FIZ1	2
FJX1	1
FKBP10	2
FKBP11	1
FKBP14	3
FKBP15	3
FKBP1A	40
FKBP1B	23
FKBP1C	2
FKBP2	20
FKBP3	9
FKBP4	40
FKBP5	39
FKBP6	35
FKBP7	29
FKBP8	30
FKBPL	33
FKRP	1
FKSG42	1
FKSG83	1
FLACC1	19
FLAD1	18
FLCN	37
FLG	14
FLI1	41
FLII	10
FLJ00012	10
FLJ00017	5
FLJ00045	1
FLJ00085	2
FLJ00092	9
FLJ00120	5
FLJ00163	5
FLJ00305	1
FLJ00308	8
FLJ00318	2
FLJ00321	1
FLJ00323	39
FLJ00327	10
FLJ00339	4
FLJ00371	2
FLJ00404	28
FLJ00420	8
FLJ10324	6
FLJ10404	2
FLJ10842	3
FLJ13052	5
FLJ13057	25
FLJ23584	2
FLJ34048	2
FLJ38668	3
FLJ90650	1
FLNA	59
FLNB	56
FLNC	43
FLOT1	22
FLOT2	17
FLRT1	16
FLRT2	16
FLRT3	18
FLT1	62
FLT3	59
FLT3LG	38
FLT4	57
FLVCR1	2
FLYWCH1	15
FLYWCH2	2
FMN1	7
FMN2	1
FMNL1	11
FMNL2	13
FMNL3	5
FMO1	5
FMO3	4
FMO4	1
FMOD	15
FMR1	39
FN1	59
FNBP1	66
FNBP1L	66
FNBP3	3
FNBP4	8
FNDC11	34
FNDC3B	28
FNDC4	1
FNDC5	2
FNDC6	1
FNDC8	5
FNDC9	30
FNIP1	37
FNIP2	37
FNTA	19
FNTB	15
FOCAD	1
FOLH1	3
FOLR1	62
FOLR2	1
FOLR3	2
FOPNL	1
FOS	68
FOSB	51
FOSL1	53
FOSL2	46
FOXA1	58
FOXA2	52
FOXA3	26
FOXB1	20
FOXC1	23
FOXC2	24
FOXD1	3
FOXD2	24
FOXD3	8
FOXD4	7
FOXD4L1	23
FOXD4L3	15
FOXD4L4	1
FOXD4L6	12
FOXE1	18
FOXF1	24
FOXF2	8
FOXG1	29
FOXG1A	1
FOXH1	41
FOXI1	22
FOXI2	3
FOXJ1	14
FOXJ2	17
FOXJ3	6
FOXK1	27
FOXK2	37
FOXL1	11
FOXL2	22
FOXM1	35
FOXN1	20
FOXN2	6
FOXN3	7
FOXN4	3
FOXO1	66
FOXO3	64
FOXO3B	4
FOXO4	57
FOXO6	47
FOXP1	16
FOXP2	16
FOXP3	59
FOXP4	3
FOXQ1	10
FOXR1	12
FOXR2	8
FOXRED1	3
FOXRED2	3
FOXS1	16
FPR1	27
FPR2	26
FPR3	15
FRA10AC1	19
FRAP1	10
FRAS1	5
FRAT1	37
FRAT2	31
FREM1	5
FREM2	5
FRG1	8
FRK	12
FRMD1	8
FRMD3	12
FRMD4A	10
FRMD4B	10
FRMD5	3
FRMD6	25
FRMD7	1
FRMD8	7
FRMPD1	1
FRMPD4	2
FRS2	62
FRS3	61
FRY	3
FRYL	9
FRZB	37
FSBP	15
FSCN1	13
FSCN2	2
FSCN3	2
FSD1	3
FSD2	42
FSHB	23
FSHR	26
FSIP1	1
FSIP2	1
FST	24
FSTL1	13
FSTL3	9
FTCD	5
FTF	3
FTH1	33
FTHL17	7
FTL	23
FTO	18
FTSJ1	4
FTSJ3	62
FUBP1	33
FUBP3	18
FUCA1	5
FUCA2	18
FUNDC1	23
FUNDC2	26
FUOM	1
FURIN	23
FUS	160
FUSION	2
FUT1	1
FUT11	2
FUT2	1
FUT3	4
FUT4	4
FUT7	3
FUT8	5
FUT9	5
FUZ	17
FXN	9
FXR1	41
FXR2	43
FXYD1	14
FXYD2	24
FXYD3	30
FXYD4	8
FXYD6	30
FXYD6-FXYD2	21
FXYD7	10
FYB	13
FYB1	32
FYB2	4
FYCO1	6
FYN	105
FYTTD1	8
FZD1	49
FZD10	49
FZD2	56
FZD3	49
FZD4	62
FZD5	49
FZD6	49
FZD7	49
FZD8	49
FZD9	49
FZR1	81
G0S2	4
G22P1	18
G2E3	6
G3BP1	37
G3BP2	23
G3V1Q1	1
G3V2H5	3
G3V3K5	16
G3V3V0	1
G3V4V3	1
G3XA86	2
G4	1
G4XUV3	1
G5E988	1
G5E9D6	15
G5E9L5	4
G6PC	34
G6PC2	29
G6PC3	28
G6PD	4
G7	10
G8JLB4	1
G8JLL4	1
GAA	7
GAB1	66
GAB2	103
GAB3	46
GABARAP	36
GABARAPL1	35
GABARAPL2	36
GABBR1	41
GABBR2	36
GABPA	50
GABPB1	28
GABPB2	13
GABRA1	17
GABRA2	17
GABRA3	17
GABRA4	17
GABRA5	17
GABRA6	14
GABRB1	17
GABRB2	17
GABRB3	17
GABRD	13
GABRE	8
GABRG1	9
GABRG2	17
GABRG3	17
GABRP	8
GABRQ	17
GABRR1	8
GABRR2	5
GAD1	22
GAD2	26
GADD45A	51
GADD45B	33
GADD45G	47
GADD45GIP1	86
GAGE1	3
GAGE10	1
GAGE12B	3
GAGE12C	3
GAGE12D	3
GAGE12E	3
GAGE12F	4
GAGE12G	4
GAGE12I	3
GAGE12J	1
GAGE13	1
GAGE2A	2
GAGE2D	3
GAGE2E	2
GAGE5	4
GAGE8	3
GAK	66
GAL	14
GAL3ST1	1
GAL3ST2	1
GAL3ST3	1
GAL3ST4	1
GALK1	2
GALM	2
GALNS	1
GALNT1	26
GALNT10	19
GALNT11	20
GALNT12	18
GALNT13	20
GALNT14	18
GALNT15	20
GALNT2	29
GALNT3	20
GALNT4	18
GALNT5	19
GALNT6	20
GALNT7	20
GALNT8	18
GALNT9	18
GALNTL2	1
GALP	2
GALR1	13
GALR2	42
GALR3	10
GALT	7
GAMT	8
GAN	26
GANAB	12
GAP43	8
GAPD	10
GAPDH	55
GAPDHS	5
GAPVD1	66
GAR1	6
GAREM1	10
GAREM2	2
GARNL1	12
GARNL3	12
GARS	8
GARS1	6
GART	7
GAS1	13
GAS2	7
GAS2L1	5
GAS2L2	29
GAS2L3	4
GAS6	8
GAS7	18
GAS8	47
GAST	29
GATA-4	13
GATA1	60
GATA2	59
GATA3	59
GATA4	36
GATA5	19
GATA6	24
GATAD1	9
GATAD2A	31
GATAD2B	38
GATB	3
GATC	6
GATD1	1
GATD3A	2
GATD3B	2
GATM	2
GBA	7
GBA2	3
GBA3	2
GBE1	9
GBF1	48
GBP1	15
GBP2	23
GBP3	1
GBP5	6
GBP6	2
GBP7	14
GBX1	1
GBX2	1
GC	15
GC20	1
GCA	15
GCAT	2
GCC1	45
GCC2	28
GCDH	11
GCFC2	64
GCG	41
GCGR	7
GCH1	11
GCHFR	1
GCK	44
GCKR	32
GCLC	9
GCLM	8
GCM1	9
GCM2	28
GCN1	85
GCNT1	19
GCNT2	1
GCNT3	20
GCNT4	18
GCSAM	4
GCSAML	7
GCSH	15
GDA	3
GDAP1	9
GDAP2	1
GDE1	6
GDF1	20
GDF10	13
GDF11	16
GDF15	22
GDF2	20
GDF3	14
GDF5	19
GDF5OS	1
GDF6	19
GDF7	19
GDF9	34
GDI1	38
GDI2	38
GDNF	45
GDPD2	7
GDPD5	5
GEM	48
GEMIN2	51
GEMIN4	51
GEMIN5	50
GEMIN6	48
GEMIN7	50
GEMIN8	48
GEN1	25
GET1	22
GET3	16
GET4	32
GFAP	47
GFER	12
GFI1	42
GFI1B	40
GFM1	85
GFM2	86
GFOD1	9
GFOD2	1
GFPT1	3
GFPT2	6
GFRA1	43
GFRA2	30
GFRA3	31
GFRA4	29
GFRAL	1
GGA1	22
GGA2	20
GGA3	32
GGACT	3
GGCX	8
GGH	4
GGN	25
GGNBP1	1
GGNBP2	2
GGPS1	3
GGT1	2
GGT2	2
GGT5	2
GGT6	9
GGT7	10
GGTLC1	2
GGTLC2	1
GH1	53
GH2	53
GHITM	11
GHR	55
GHRH	5
GHRHR	7
GHRL	40
GHSR	21
GID4	4
GID8	7
GIF	1
GIGYF1	30
GIGYF2	12
GIMAP1	28
GIMAP5	30
GIMAP6	3
GIN1	1
GINM1	1
GINS1	17
GINS2	17
GINS3	19
GINS4	19
GIP	26
GIPC1	28
GIPC2	15
GIPC3	4
GIPR	12
GIT1	46
GIT2	38
GIYD1	1
GJA1	46
GJA10	12
GJA3	16
GJA4	17
GJA5	29
GJA8	30
GJA9	8
GJB1	30
GJB2	30
GJB3	22
GJB4	18
GJB5	29
GJB6	25
GJB7	12
GJC1	16
GJC2	17
GJC3	6
GJD2	16
GJD3	12
GJD4	8
GJE1	9
GK	12
GK2	4
GKAP1	19
GKN1	12
GKN2	3
GLB1	12
GLB1L2	4
GLCCI1	1
GLCE	19
GLDC	4
GLDN	1
GLE1	46
GLG1	2
GLI1	67
GLI2	68
GLI3	68
GLIPR2	3
GLIS1	12
GLIS2	50
GLIS3	12
GLMN	15
GLMP	2
GLO1	7
GLOD4	3
GLP1R	26
GLP2R	5
GLRA1	3
GLRA2	6
GLRA3	2
GLRB	4
GLRX	11
GLRX2	3
GLRX3	42
GLRX5	6
GLS	5
GLS2	14
GLTP	1
GLTSCR2	3
GLUD1	15
GLUD2	5
GLUL	21
GLYAT	12
GLYCAM1	1
GLYCTK	36
GLYR1	17
GM2A	6
GMCL1	37
GMCL1L	2
GMCL2	19
GMDS	3
GMEB1	23
GMEB2	25
GMFB	15
GMFG	20
GMIP	21
GML	4
GMNC	5
GMNN	61
GMPPA	7
GMPPB	7
GMPR2	2
GMPS	11
GNA11	51
GNA12	42
GNA13	47
GNA14	49
GNA15	51
GNAI1	64
GNAI2	64
GNAI3	64
GNAL	43
GNAO1	62
GNAQ	56
GNAS	49
GNAT1	31
GNAT2	30
GNAT3	46
GNAZ	55
GNB1	64
GNB2	56
GNB2L1	42
GNB3	56
GNB4	56
GNB5	56
GNE	41
GNG10	53
GNG11	53
GNG12	56
GNG13	56
GNG2	62
GNG3	56
GNG4	56
GNG5	56
GNG7	56
GNG8	56
GNGT1	56
GNGT2	56
GNL1	4
GNL2	13
GNL3	26
GNL3L	15
GNLY	4
GNMT	21
GNPAT	11
GNPDA1	5
GNPDA2	3
GNPNAT1	7
GNPTAB	7
GNPTG	2
GNRH1	20
GNRH2	14
GNRHR	38
GNRHR2	11
GNS	7
GOLGA1	32
GOLGA2	72
GOLGA3	8
GOLGA4	28
GOLGA5	18
GOLGA6A	36
GOLGA6B	4
GOLGA6C	3
GOLGA6D	3
GOLGA6L2	7
GOLGA6L9	49
GOLGA7	6
GOLGA7B	3
GOLGA8A	5
GOLGA8B	5
GOLGA8CP	3
GOLGA8DP	22
GOLGA8F	18
GOLGA8G	14
GOLGA8H	3
GOLGA8IP	3
GOLGA8J	3
GOLGA8K	5
GOLGA8M	3
GOLGA8N	3
GOLGA8O	3
GOLGA8R	3
GOLGA8S	3
GOLGA8T	3
GOLGB1	62
GOLIM4	15
GOLM1	29
GOLM2	10
GOLPH2	15
GOLPH3	8
GOLPH3L	5
GOLT1A	20
GOLT1B	14
GON4L	1
GON7	2
GOPC	35
GORAB	30
GORASP1	62
GORASP2	42
GOSR1	50
GOSR2	55
GOT1	9
GOT1L1	1
GOT2	11
GP1BA	21
GP1BB	21
GP2	5
GP5	20
GP6	28
GP9	21
GPA33	7
GPAA1	7
GPALPP1	1
GPAM	2
GPANK1	45
GPAT2	2
GPAT4	2
GPATCH1	7
GPATCH11	5
GPATCH2	5
GPATCH2L	34
GPATCH3	1
GPATCH4	3
GPATCH8	5
GPBAR1	3
GPBP1	20
GPBP1L1	8
GPC1	38
GPC2	18
GPC3	33
GPC4	25
GPC5	18
GPC6	18
GPCPD1	2
GPD1	12
GPD1L	10
GPD2	5
GPER	4
GPER1	16
GPERIK	2
GPHA2	6
GPHB5	10
GPHN	17
GPI	11
GPIHBP1	14
GPKOW	160
GPLD1	18
GPM6A	4
GPM6B	6
GPN1	12
GPN2	4
GPN3	3
GPNMB	8
GPR1	3
GPR101	18
GPR107	1
GPR108	11
GPR119	17
GPR12	2
GPR125	1
GPR132	9
GPR135	4
GPR137B	1
GPR143	9
GPR148	2
GPR15	5
GPR150	4
GPR151	29
GPR152	35
GPR15L	1
GPR161	15
GPR162	2
GPR17	22
GPR176	3
GPR177	1
GPR18	19
GPR183	17
GPR20	17
GPR21	4
GPR22	4
GPR25	23
GPR26	1
GPR27	3
GPR3	3
GPR31	10
GPR32	4
GPR32P1	1
GPR33	1
GPR35	15
GPR37	29
GPR37L1	35
GPR39	10
GPR4	19
GPR42	30
GPR45	25
GPR50	28
GPR52	4
GPR55	19
GPR6	2
GPR61	16
GPR63	1
GPR65	22
GPR68	8
GPR77	3
GPR78	1
GPR83	6
GPR84	3
GPR85	1
GPR89B	1
GPRASP1	28
GPRASP2	32
GPRC5A	2
GPRC5B	4
GPRC5C	3
GPRC5D	21
GPRC6A	12
GPRIN2	21
GPS1	81
GPS2	53
GPSM1	46
GPSM2	16
GPSM3	46
GPT	2
GPT2	2
GPX1	8
GPX2	3
GPX3	2
GPX4	13
GPX7	13
GPX8	31
GRAMD1A	4
GRAMD1C	2
GRAMD2A	3
GRAMD2B	7
GRAMD4	12
GRAP	52
GRAP2	103
GRAPL	4
GRASP	7
GRB10	43
GRB14	27
GRB2	105
GRB7	43
GREB1	14
GREM1	22
GREM2	11
GRHL1	2
GRHL2	15
GRHL3	35
GRHPR	10
GRIA1	47
GRIA2	46
GRIA3	44
GRIA4	44
GRID1	4
GRID2	8
GRIK1	23
GRIK2	30
GRIK3	25
GRIK4	22
GRIK5	23
GRIN1	52
GRIN2A	47
GRIN2B	52
GRIN2C	39
GRIN2D	46
GRIN3A	25
GRIN3B	13
GRINA	9
GRINL1A	14
GRIP1	29
GRIP2	19
GRIPAP1	42
GRK1	46
GRK2	47
GRK3	46
GRK4	46
GRK5	46
GRK6	46
GRK7	46
GRLF1	9
GRM1	55
GRM2	47
GRM3	47
GRM4	47
GRM5	49
GRM6	46
GRM7	47
GRM8	47
GRN	41
GRP	17
GRP17	1
GRP94C	54
GRPEL1	14
GRPEL2	14
GRPR	15
GRSF1	81
GRWD1	5
GRXCR1	8
GSAP	3
GSC	31
GSC2	32
GSDMA	11
GSDMB	7
GSDMD	11
GSDME	3
GSE1	28
GSG1	7
GSG1L	3
GSK3A	59
GSK3B	81
GSKIP	5
GSN	36
GSPT1	107
GSPT2	107
GSR	3
GSS	5
GSTA1	16
GSTA2	15
GSTA3	15
GSTA4	16
GSTA5	14
GSTCD	7
GSTK1	17
GSTM1	16
GSTM2	16
GSTM3	16
GSTM4	17
GSTM5	16
GSTO1	17
GSTO2	16
GSTP1	39
GSTT1	13
GSTT2	13
GSTT2B	14
GSTZ1	11
GSX1	4
GSX2	3
GTF2A1	72
GTF2A1L	20
GTF2A2	72
GTF2B	72
GTF2E1	72
GTF2E2	72
GTF2F1	160
GTF2F2	160
GTF2H1	72
GTF2H2	71
GTF2H2C	11
GTF2H2C_2	5
GTF2H3	71
GTF2H4	71
GTF2H5	71
GTF2I	34
GTF2IRD1	13
GTF2IRD2	8
GTF2IRD2B	1
GTF3A	35
GTF3C1	32
GTF3C2	30
GTF3C3	30
GTF3C4	30
GTF3C5	33
GTF3C6	29
GTPBP1	2
GTPBP10	4
GTPBP2	18
GTPBP3	20
GTPBP4	30
GTPBP8	1
GTSE1	57
GTSF1	5
GTSF1L	2
GUCA1A	7
GUCA1B	4
GUCA1C	4
GUCA2A	16
GUCA2B	4
GUCD1	41
GUCY1A1	6
GUCY1A2	9
GUCY1A3	2
GUCY1B1	6
GUCY1B2	3
GUCY1B3	3
GUCY2C	12
GUCY2D	5
GUCY2F	3
GUK1	3
GULP1	7
GUSB	4
GUSBP1	6
GVQW2	5
GYG1	14
GYG2	11
GYPA	20
GYPB	5
GYPC	12
GYS1	39
GYS2	23
GZF1	4
GZMA	15
GZMB	34
GZMH	7
GZMK	7
GZMM	5
H0Y396	2
H0Y415	19
H0Y6X8	1
H0Y7K9	3
H0YG75	1
H0YGH3	1
H0YHG0	1
H0YIV8	2
H0YJ32	1
H0YL21	1
H0YNB6	2
H1-0	23
H1-1	28
H1-2	26
H1-3	21
H1-4	25
H1-5	26
H1-7	2
H1F0	5
H1FNT	1
H1FOO	2
H1FX	8
H2A/K	2
H2AB1	29
H2AB2	30
H2AB3	3
H2AC11	36
H2AC13	1
H2AC14	30
H2AC15	1
H2AC16	1
H2AC17	1
H2AC18	1
H2AC19	1
H2AC4	48
H2AC7	34
H2AC8	30
H2AFJ	33
H2AFV	32
H2AFX	62
H2AFY	40
H2AFY2	37
H2AFZ	2
H2AP	7
H2AW	1
H2AX	39
H2AZ1	37
H2BC1	47
H2BC10	3
H2BC11	47
H2BC12	47
H2BC13	47
H2BC14	47
H2BC15	47
H2BC17	1
H2BC21	2
H2BC3	1
H2BC4	47
H2BC6	3
H2BC7	3
H2BC8	3
H2BC9	1
H2BFS	40
H2BFWT	44
H2BW1	1
H2BW2	44
H3-2	40
H3-3A	67
H3-3B	47
H3-4	2
H3-5	4
H3BSY8	1
H3BT41	1
H3BT91	9
H3C1	67
H3C10	49
H3C11	49
H3C12	49
H3C13	1
H3C14	1
H3C15	1
H3C2	49
H3C3	49
H3C4	49
H3C6	49
H3C7	49
H3C8	49
H3F3A	17
H3F3AP6	40
H3F3B	4
H3F3C	44
H4-16	49
H4C1	71
H4C11	49
H4C12	49
H4C13	49
H4C14	49
H4C15	49
H4C2	49
H4C3	49
H4C4	49
H4C5	49
H4C6	49
H4C7	7
H4C8	49
H4C9	49
H7BXF4	1
H7BXP5	1
H7BZL9	2
H7BZN0	5
H7C030	1
H7C554	1
H9NIM3	1
HAAO	4
HABP2	7
HABP4	28
HACD1	5
HACD2	5
HACD3	4
HACD4	1
HACE1	4
HACL1	8
HADH	3
HADHA	11
HADHB	12
HAGH	5
HAMP	28
HAND1	23
HAND2	23
HAO1	6
HAO2	7
HAP1	52
HAPLN1	8
HAPLN2	36
HARS	3
HARS1	4
HARS2	3
HAS2	1
HAS3	8
HASPIN	9
HAT1	41
HAUS1	93
HAUS2	93
HAUS3	93
HAUS4	93
HAUS5	93
HAUS6	93
HAUS7	93
HAUS8	93
HAVCR1	2
HAVCR2	13
HAX1	38
HBA1	20
HBA2	14
HBB	25
HBD	5
HBE1	5
HBEGF	66
HBG1	6
HBG2	10
HBM	4
HBP1	27
HBQ1	7
HBS1L	15
HBXIP	10
HBZ	24
HCAR1	15
HCAR2	15
HCAR3	15
HCBF-C	3
HCC5	39
HCCS	5
HCCS1	19
HCFC1	52
HCFC1R1	3
HCFC2	10
HCK	105
HCLS1	52
HCN1	2
HCN2	5
HCN3	2
HCN4	5
HCP5	2
HCRT	12
HCRTR1	12
HCRTR2	10
HCST	17
HCTP4	7
HDAC1	67
HDAC10	37
HDAC11	33
HDAC2	67
HDAC3	66
HDAC4	67
